sr_number,raw_address,house,direction,street_name,street_type,address_key
SR26-00160784,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160786,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160792,1230 W OHIO ST,1230,W,OHIO,ST,1230 W OHIO ST
SR26-00160793,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160797,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160798,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160799,4321 W PETERSON AVE,4321,W,PETERSON,AVE,4321 W PETERSON AVE
SR26-00160800,1639 W 21ST PL,1639,W,21ST,PL,1639 W 21ST PL
SR26-00160801,1901 W NORTH AVE,1901,W,NORTH,AVE,1901 W NORTH AVE
SR26-00160804,5442 S KILDARE AVE,5442,S,KILDARE,AVE,5442 S KILDARE AVE
SR26-00160806,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160807,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160808,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160809,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160811,5939 S WABASH AVE,5939,S,WABASH,AVE,5939 S WABASH AVE
SR26-00160813,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160814,7045 S WINCHESTER AVE,7045,S,WINCHESTER,AVE,7045 S WINCHESTER AVE
SR26-00160817,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160818,9700 S MERRILL AVE,9700,S,MERRILL,AVE,9700 S MERRILL AVE
SR26-00160819,4112 W 77TH PL,4112,W,77TH,PL,4112 W 77TH PL
SR26-00160823,1256 W ROSCOE ST,1256,W,ROSCOE,ST,1256 W ROSCOE ST
SR26-00160824,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160826,4833 S ADA ST,4833,S,ADA,ST,4833 S ADA ST
SR26-00160827,13358 S INDIANA AVE,13358,S,INDIANA,AVE,13358 S INDIANA AVE
SR26-00160828,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160830,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160831,618 S WABASH AVE,618,S,WABASH,AVE,618 S WABASH AVE
SR26-00160832,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160835,5898 N HARLEM AVE,5898,N,HARLEM,AVE,5898 N HARLEM AVE
SR26-00160837,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160841,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160842,5939 S WABASH AVE,5939,S,WABASH,AVE,5939 S WABASH AVE
SR26-00160843,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160847,500 N DEARBORN ST,500,N,DEARBORN,ST,500 N DEARBORN ST
SR26-00160849,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160853,11808 S SANGAMON ST,11808,S,SANGAMON,ST,11808 S SANGAMON ST
SR26-00160854,1647 W 21ST PL,1647,W,21ST,PL,1647 W 21ST PL
SR26-00160855,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160857,1451 N ASHLAND AVE,1451,N,ASHLAND,AVE,1451 N ASHLAND AVE
SR26-00160859,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160866,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160867,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160869,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160870,2278 S BLUE ISLAND AVE,2278,S,BLUE ISLAND,AVE,2278 S BLUE ISLAND AVE
SR26-00160877,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160883,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160884,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160885,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160886,1275 W ROOSEVELT RD,1275,W,ROOSEVELT,RD,1275 W ROOSEVELT RD
SR26-00160887,707 W CORNELIA AVE,707,W,CORNELIA,AVE,707 W CORNELIA AVE
SR26-00160889,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160892,3006 S HALSTED ST,3006,S,HALSTED,ST,3006 S HALSTED ST
SR26-00160895,161 W DIVISION ST,161,W,DIVISION,ST,161 W DIVISION ST
SR26-00160896,715 W CORNELIA AVE,715,W,CORNELIA,AVE,715 W CORNELIA AVE
SR26-00160898,5512 W RACE AVE,5512,W,RACE,AVE,5512 W RACE AVE
SR26-00160901,3100 N NORMANDY AVE,3100,N,NORMANDY,AVE,3100 N NORMANDY AVE
SR26-00160902,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160907,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160908,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160910,703 W CORNELIA AVE,703,W,CORNELIA,AVE,703 W CORNELIA AVE
SR26-00160911,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160912,200 W WILLOW ST,200,W,WILLOW,ST,200 W WILLOW ST
SR26-00160915,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160916,5313 N LUDLAM AVE,5313,N,LUDLAM,AVE,5313 N LUDLAM AVE
SR26-00160917,1306 W ROSCOE ST,1306,W,ROSCOE,ST,1306 W ROSCOE ST
SR26-00160919,8744 S UNION AVE,8744,S,UNION,AVE,8744 S UNION AVE
SR26-00160921,724 W CORNELIA AVE,724,W,CORNELIA,AVE,724 W CORNELIA AVE
SR26-00160922,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160923,5415 N MULLIGAN AVE,5415,N,MULLIGAN,AVE,5415 N MULLIGAN AVE
SR26-00160924,3543 W 47TH ST,3543,W,47TH,ST,3543 W 47TH ST
SR26-00160926,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160928,1310 W ROSCOE ST,1310,W,ROSCOE,ST,1310 W ROSCOE ST
SR26-00160929,5508 W RACE AVE,5508,W,RACE,AVE,5508 W RACE AVE
SR26-00160932,222 W 25TH PL,222,W,25TH,PL,222 W 25TH PL
SR26-00160933,3454 N ELAINE PL,3454,N,ELAINE,PL,3454 N ELAINE PL
SR26-00160935,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160936,1353 N ASHLAND AVE,1353,N,ASHLAND,AVE,1353 N ASHLAND AVE
SR26-00160937,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160942,3910 S ARCHER AVE,3910,S,ARCHER,AVE,3910 S ARCHER AVE
SR26-00160943,8744 S UNION AVE,8744,S,UNION,AVE,8744 S UNION AVE
SR26-00160944,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160946,1236 W ROSCOE ST,1236,W,ROSCOE,ST,1236 W ROSCOE ST
SR26-00160947,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160948,4800 N KARLOV AVE,4800,N,KARLOV,AVE,4800 N KARLOV AVE
SR26-00160951,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160952,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160954,2948 W 38TH ST,2948,W,38TH,ST,2948 W 38TH ST
SR26-00160955,3500 W MONROE ST,3500,W,MONROE,ST,3500 W MONROE ST
SR26-00160957,3420 N ELAINE PL,3420,N,ELAINE,PL,3420 N ELAINE PL
SR26-00160958,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160960,5840 S SHIELDS AVE,5840,S,SHIELDS,AVE,5840 S SHIELDS AVE
SR26-00160961,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160962,25 S HALSTED ST,25,S,HALSTED,ST,25 S HALSTED ST
SR26-00160964,2660 E 79TH ST,2660,E,79TH,ST,2660 E 79TH ST
SR26-00160965,5318 S MAPLEWOOD AVE,5318,S,MAPLEWOOD,AVE,5318 S MAPLEWOOD AVE
SR26-00160966,6214 S KEELER AVE,6214,S,KEELER,AVE,6214 S KEELER AVE
SR26-00160968,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160973,815 W WELLINGTON AVE,815,W,WELLINGTON,AVE,815 W WELLINGTON AVE
SR26-00160974,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160975,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160976,1800 S BLUE ISLAND AVE,1800,S,BLUE ISLAND,AVE,1800 S BLUE ISLAND AVE
SR26-00160978,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160979,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160980,2727 W SUNNYSIDE AVE,2727,W,SUNNYSIDE,AVE,2727 W SUNNYSIDE AVE
SR26-00160982,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160984,1569 N HOYNE AVE,1569,N,HOYNE,AVE,1569 N HOYNE AVE
SR26-00160986,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160991,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160992,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160993,5111 N PULASKI RD,5111,N,PULASKI,RD,5111 N PULASKI RD
SR26-00160996,4522 N KENNETH AVE,4522,N,KENNETH,AVE,4522 N KENNETH AVE
SR26-00160998,6601 S PULASKI RD,6601,S,PULASKI,RD,6601 S PULASKI RD
SR26-00160999,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161000,3600 W 55TH PL,3600,W,55TH,PL,3600 W 55TH PL
SR26-00161002,1723 W 18TH PL,1723,W,18TH,PL,1723 W 18TH PL
SR26-00161004,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161007,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161010,5238 S HOMAN AVE,5238,S,HOMAN,AVE,5238 S HOMAN AVE
SR26-00161013,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161014,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161017,6401 S RICHARD DR,6401,S,RICHARD,DR,6401 S RICHARD DR
SR26-00161019,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161020,4055 W ARTHINGTON ST,4055,W,ARTHINGTON,ST,4055 W ARTHINGTON ST
SR26-00161024,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161025,3501 W NORTH AVE,3501,W,NORTH,AVE,3501 W NORTH AVE
SR26-00161026,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161028,3732 N LAWNDALE AVE,3732,N,LAWNDALE,AVE,3732 N LAWNDALE AVE
SR26-00161030,1148 N MILWAUKEE AVE,1148,N,MILWAUKEE,AVE,1148 N MILWAUKEE AVE
SR26-00161031,662 W WELLINGTON AVE,662,W,WELLINGTON,AVE,662 W WELLINGTON AVE
SR26-00161033,2509 N ASHLAND AVE,2509,N,ASHLAND,AVE,2509 N ASHLAND AVE
SR26-00161035,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161037,7743 S KINGSTON AVE,7743,S,KINGSTON,AVE,7743 S KINGSTON AVE
SR26-00161038,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161041,2222 S STATE ST,2222,S,STATE,ST,2222 S STATE ST
SR26-00161043,630 N LA SALLE DR,630,N,LA SALLE,DR,630 N LA SALLE DR
SR26-00161044,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161051,1250 W MORSE AVE,1250,W,MORSE,AVE,1250 W MORSE AVE
SR26-00161052,5937 S WABASH AVE,5937,S,WABASH,AVE,5937 S WABASH AVE
SR26-00161054,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161059,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161060,8157 S AVALON AVE,8157,S,AVALON,AVE,8157 S AVALON AVE
SR26-00161064,7900 S TRIPP AVE,7900,S,TRIPP,AVE,7900 S TRIPP AVE
SR26-00161067,5937 S WABASH AVE,5937,S,WABASH,AVE,5937 S WABASH AVE
SR26-00161070,2325 S LEAVITT ST,2325,S,LEAVITT,ST,2325 S LEAVITT ST
SR26-00161071,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161072,1308 W CHESTNUT ST,1308,W,CHESTNUT,ST,1308 W CHESTNUT ST
SR26-00161073,1000 W LAKE ST,1000,W,LAKE,ST,1000 W LAKE ST
SR26-00161074,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161079,3639 W THOMAS ST,3639,W,THOMAS,ST,3639 W THOMAS ST
SR26-00161080,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161085,40 E HURON ST,40,E,HURON,ST,40 E HURON ST
SR26-00161086,2325 S LEAVITT ST,2325,S,LEAVITT,ST,2325 S LEAVITT ST
SR26-00161091,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161094,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161097,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161098,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161100,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161103,4645 S LAMON AVE,4645,S,LAMON,AVE,4645 S LAMON AVE
SR26-00161104,6558 N TROY ST,6558,N,TROY,ST,6558 N TROY ST
SR26-00161105,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161106,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161107,40 E HURON ST,40,E,HURON,ST,40 E HURON ST
SR26-00161108,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161109,2904 S ARCHER AVE,2904,S,ARCHER,AVE,2904 S ARCHER AVE
SR26-00161114,3637 W DIVISION ST,3637,W,DIVISION,ST,3637 W DIVISION ST
SR26-00161115,3960 W MADISON ST,3960,W,MADISON,ST,3960 W MADISON ST
SR26-00161116,5800 S MARSHFIELD AVE,5800,S,MARSHFIELD,AVE,5800 S MARSHFIELD AVE
SR26-00161118,5201 S HOMAN AVE,5201,S,HOMAN,AVE,5201 S HOMAN AVE
SR26-00161121,3103 N ASHLAND AVE,3103,N,ASHLAND,AVE,3103 N ASHLAND AVE
SR26-00161122,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161124,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161125,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161126,3637 W DIVISION ST,3637,W,DIVISION,ST,3637 W DIVISION ST
SR26-00161127,935 E 63RD ST,935,E,63RD,ST,935 E 63RD ST
SR26-00161129,740 N LAWNDALE AVE,740,N,LAWNDALE,AVE,740 N LAWNDALE AVE
SR26-00161130,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161131,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161132,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161133,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161134,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161138,1058 N MONTICELLO AVE,1058,N,MONTICELLO,AVE,1058 N MONTICELLO AVE
SR26-00161140,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161142,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161143,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161144,1053 N MONTICELLO AVE,1053,N,MONTICELLO,AVE,1053 N MONTICELLO AVE
SR26-00161148,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161149,3960 W MADISON ST,3960,W,MADISON,ST,3960 W MADISON ST
SR26-00161153,1548 S RIDGEWAY AVE,1548,S,RIDGEWAY,AVE,1548 S RIDGEWAY AVE
SR26-00161155,3200 W PRATT AVE,3200,W,PRATT,AVE,3200 W PRATT AVE
SR26-00161156,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161157,2800 S POPLAR AVE,2800,S,POPLAR,AVE,2800 S POPLAR AVE
SR26-00161158,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161159,3500 W 81ST PL,3500,W,81ST,PL,3500 W 81ST PL
SR26-00161160,203 N LASALLE ST,203,N,LASALLE,ST,203 N LASALLE ST
SR26-00161161,7110 N MELVINA AVE,7110,N,MELVINA,AVE,7110 N MELVINA AVE
SR26-00161162,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161163,3625 W GRAND AVE,3625,W,GRAND,AVE,3625 W GRAND AVE
SR26-00161164,2338 N MONITOR AVE,2338,N,MONITOR,AVE,2338 N MONITOR AVE
SR26-00161165,3033 N CLYBOURN AVE,3033,N,CLYBOURN,AVE,3033 N CLYBOURN AVE
SR26-00161166,1706 N ROCKWELL ST,1706,N,ROCKWELL,ST,1706 N ROCKWELL ST
SR26-00161167,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161168,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161170,2849 N LOWELL AVE,2849,N,LOWELL,AVE,2849 N LOWELL AVE
SR26-00161171,2343 N MONITOR AVE,2343,N,MONITOR,AVE,2343 N MONITOR AVE
SR26-00161172,7612 W RASCHER AVE,7612,W,RASCHER,AVE,7612 W RASCHER AVE
SR26-00161173,8000 S TRIPP AVE,8000,S,TRIPP,AVE,8000 S TRIPP AVE
SR26-00161174,2905 W PRATT AVE,2905,W,PRATT,AVE,2905 W PRATT AVE
SR26-00161175,8619 S EMERALD AVE,8619,S,EMERALD,AVE,8619 S EMERALD AVE
SR26-00161176,1362 N BOSWORTH AVE,1362,N,BOSWORTH,AVE,1362 N BOSWORTH AVE
SR26-00161179,11142 S BELL AVE,11142,S,BELL,AVE,11142 S BELL AVE
SR26-00161180,3927 N NEWLAND AVE,3927,N,NEWLAND,AVE,3927 N NEWLAND AVE
SR26-00161182,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161183,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161184,3711 W GRENSHAW ST,3711,W,GRENSHAW,ST,3711 W GRENSHAW ST
SR26-00161185,2839 W PRATT AVE,2839,W,PRATT,AVE,2839 W PRATT AVE
SR26-00161189,6147 S KARLOV AVE,6147,S,KARLOV,AVE,6147 S KARLOV AVE
SR26-00161190,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161191,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161192,1400 N CICERO AVE,1400,N,CICERO,AVE,1400 N CICERO AVE
SR26-00161193,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161194,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161195,3848 W MYRICK ST,3848,W,MYRICK,ST,3848 W MYRICK ST
SR26-00161196,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161197,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161198,1451 N ASHLAND AVE,1451,N,ASHLAND,AVE,1451 N ASHLAND AVE
SR26-00161199,11148 S BELL AVE,11148,S,BELL,AVE,11148 S BELL AVE
SR26-00161200,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161201,2748 W PRATT AVE,2748,W,PRATT,AVE,2748 W PRATT AVE
SR26-00161202,1800 N CAMPBELL AVE,1800,N,CAMPBELL,AVE,1800 N CAMPBELL AVE
SR26-00161204,1403 E HYDE PARK BLVD,1403,E,HYDE PARK,BLVD,1403 E HYDE PARK BLVD
SR26-00161205,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161206,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161208,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161209,845 W 115TH ST,845,W,115TH,ST,845 W 115TH ST
SR26-00161210,7604 S CONSTANCE AVE,7604,S,CONSTANCE,AVE,7604 S CONSTANCE AVE
SR26-00161211,9500 S UNION AVE,9500,S,UNION,AVE,9500 S UNION AVE
SR26-00161213,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161214,6401 S EVANS AVE,6401,S,EVANS,AVE,6401 S EVANS AVE
SR26-00161215,1300 W GRENSHAW ST,1300,W,GRENSHAW,ST,1300 W GRENSHAW ST
SR26-00161216,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161217,2450 W MOFFAT ST,2450,W,MOFFAT,ST,2450 W MOFFAT ST
SR26-00161220,2225 S WESTERN AVE,2225,S,WESTERN,AVE,2225 S WESTERN AVE
SR26-00161221,3317 N OLCOTT AVE,3317,N,OLCOTT,AVE,3317 N OLCOTT AVE
SR26-00161222,9956 S GREEN ST,9956,S,GREEN,ST,9956 S GREEN ST
SR26-00161223,2430 W PRATT AVE,2430,W,PRATT,AVE,2430 W PRATT AVE
SR26-00161224,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161225,7359 S CRANDON AVE,7359,S,CRANDON,AVE,7359 S CRANDON AVE
SR26-00161226,1830 N WESTERN AVE,1830,N,WESTERN,AVE,1830 N WESTERN AVE
SR26-00161228,5749 S DAMEN AVE,5749,S,DAMEN,AVE,5749 S DAMEN AVE
SR26-00161229,3001 N KNOX AVE,3001,N,KNOX,AVE,3001 N KNOX AVE
SR26-00161230,4854 N LEAVITT ST,4854,N,LEAVITT,ST,4854 N LEAVITT ST
SR26-00161231,1616 S AVERS AVE,1616,S,AVERS,AVE,1616 S AVERS AVE
SR26-00161232,1850 N WESTERN AVE,1850,N,WESTERN,AVE,1850 N WESTERN AVE
SR26-00161233,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161234,1800 S SPAULDING AVE,1800,S,SPAULDING,AVE,1800 S SPAULDING AVE
SR26-00161235,5749 S DAMEN AVE,5749,S,DAMEN,AVE,5749 S DAMEN AVE
SR26-00161236,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161237,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161238,910 W HUBBARD ST,910,W,HUBBARD,ST,910 W HUBBARD ST
SR26-00161240,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161241,6104 S BISHOP ST,6104,S,BISHOP,ST,6104 S BISHOP ST
SR26-00161245,1007 W FULTON MARKET,1007,W,FULTON MARKET,,1007 W FULTON MARKET
SR26-00161246,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161247,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161248,2456 W FARWELL AVE,2456,W,FARWELL,AVE,2456 W FARWELL AVE
SR26-00161249,4400 W DEMING PL,4400,W,DEMING,PL,4400 W DEMING PL
SR26-00161250,2303 N BOSWORTH AVE,2303,N,BOSWORTH,AVE,2303 N BOSWORTH AVE
SR26-00161253,12059 S JUSTINE ST,12059,S,JUSTINE,ST,12059 S JUSTINE ST
SR26-00161255,3512 W WABANSIA AVE,3512,W,WABANSIA,AVE,3512 W WABANSIA AVE
SR26-00161256,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161257,1009 W FULTON MARKET,1009,W,FULTON MARKET,,1009 W FULTON MARKET
SR26-00161259,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161260,2730 W MORSE AVE,2730,W,MORSE,AVE,2730 W MORSE AVE
SR26-00161261,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161262,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161264,5356 S ALBANY AVE,5356,S,ALBANY,AVE,5356 S ALBANY AVE
SR26-00161266,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161267,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161268,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161269,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161271,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161272,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161275,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161276,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161277,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00161278,4500 W 66TH ST,4500,W,66TH,ST,4500 W 66TH ST
SR26-00161279,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00161280,5221 S LAWNDALE AVE,5221,S,LAWNDALE,AVE,5221 S LAWNDALE AVE
